OID,facility_c,facility_i,facility_t,facility_n,sys_loc_co,loc_name,loc_type,loc_type_2,well_statu,geologic_u,depth_of_w,bottom_of_,surf_elev,latest_sam,number_of_,result_cou,non_detect,detect_bel,exceedance,exceedan_1,exceedan_2,exceedan_3,exceedan_4,exceedan_5,exceedan_6,detect_b_1,detect_b_2,detect_b_3,detect_b_4,detect_b_5,latitude,longitude,eda_url,data_downl,moving_avg
5735,SW-101,1304.0,Closed Landfill,Jackson County Landfill,245578,W-1,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,16.0,1454.0,1470,1992-11-17,3.0,23.0,0.0,10.0,3.0,220.5,11/17/1992,7440-43-9; 7439-96-5; 75-01-4,Cadmium; Manganese; Vinyl chloride,2.3 ug/L; 8700 ug/L; 44.1 ug/L,4.6; 87; 220.5,67-64-1; 7440-38-2; 67-66-3; 98-82-8; 75-71-8; 60-29-7; 100-41-4; 78-93-3; 109-99-9; 156-59-2,"Acetone; Arsenic; Chloroform; Cumene; Dichlorodifluoromethane; Ethyl ether; Ethylbenzene; Methyl ethyl ketone; Tetrahydrofuran; cis-1,2-Dichloroethylene",43.5 ug/L; 7 ug/L; 1.6 ug/L; 1.6 ug/L; 429 ug/L; 3.8 ug/L; 1.7 ug/L; 6.8 ug/L; 22.1 ug/L; 3.1 ug/L,.01; .7; .08; .01; .86; .02; .04; .02; .04; .52,11/17/1992,43.620699,-95.173225,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245578,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245578,2.4285714285714284
2842,LS0000544,26952225.0,Petroleum,Soo Line Railroad Property,443550,DMW-1,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,44.0,798.0,842.1,1992-12-17,2.0,13.0,4.0,1.0,0.0,0.55, , , , , ,71-43-2,Benzene,1.1 ug/L,.55,12/17/1992,44.956217,-93.241153,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=443550,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=443550,2.2857142857142856
1204,SW-61,1245.0,Closed Landfill,Woodlake Landfill,511864,MW-31A,Well,Well-Monitoring,Sealed,Quaternary Aquitard,37.0,928.0,964.94,1993-02-03,10.0,544.0,59.0,2.0,0.0,0.06, , , , , ,7439-96-5; 7440-66-6,Manganese; Zinc,6 ug/L; 11 ug/L,.06; .01,08/03/1992,45.047692,-93.620247,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=511864,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=511864,1.2857142857142858
4606,SW-61,1245.0,Closed Landfill,Woodlake Landfill,511867,MW-29A,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,17.0,957.0,974.15,1993-02-05,10.0,549.0,49.0,6.0,1.0,4.85,02/05/1993,71-43-2,Benzene,9.7 ug/L,4.85,75-71-8; 60-29-7; 100-41-4; 7439-96-5; 109-99-9; 7440-66-6,Dichlorodifluoromethane; Ethyl ether; Ethylbenzene; Manganese; Tetrahydrofuran; Zinc,19 ug/L; 68 ug/L; 2.1 ug/L; 72 ug/L; 70 ug/L; 17 ug/L,.04; .34; .05; .72; .12; .01,02/05/1993,45.045682,-93.624563,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=511867,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=511867,1.4285714285714286
15723,SR0001491,43625976.0,Superfund,East Metro PFAS,418556, ,Well,Well-Domestic,Active,St.Peter,182.0,795.0,977,1993-05-25,1.0,30.0,4.0,5.0,2.0,1.95,05/25/1993,7440-38-2; 7439-92-1,Arsenic; Lead,15.5 ug/L; 29.2 ug/L,1.55; 1.95,7440-42-8; 7440-47-3; 7440-02-0; 7440-62-2; 7440-66-6,Boron; Chromium; Nickel; Vanadium; Zinc,45.6 ug/L; 4.6 ug/L; 4.7 ug/L; 7.1 ug/L; 79.1 ug/L,.09; .05; .05; .14; .04,05/25/1993,45.037721,-92.949875,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=418556,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=418556,1.2857142857142858
8942,LS0000478,1500.0,Integrated Rem,Magellan Pipeline LP - Alexandria Terminal,278106,MW-20,Well,Well-Monitoring,Active,Quaternary Undifferentiated,14.5,1366.0,1380.3,1993-06-22,11.0,87.0,7.0,0.0,1.0,1.9,06/22/1993,NO2NO3,Inorganic nitrogen (nitrate and nitrite) as N,19000 ug/L,1.9, , , , , ,45.895625,-95.397112,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=278106,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=278106,1.5714285714285714
11672,LS0000478,1500.0,Integrated Rem,Magellan Pipeline LP - Alexandria Terminal,436281,MW-29,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,28.5,1372.0,1400.98,1993-06-23,13.0,96.0,1.0,2.0,3.0,900.0,06/23/1993,71-43-2; 100-41-4; 108-88-3,Benzene; Ethylbenzene; Toluene,1800 ug/L; 96 ug/L; 160 ug/L,900; 2.4; 2.29,NO2NO3; 1330-20-7,Inorganic nitrogen (nitrate and nitrite) as N; Xylene,300 ug/L; 240 ug/L,.03; .8,06/23/1993,45.894235,-95.389137,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=436281,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=436281,1.7142857142857142
1670,SW-61,1245.0,Closed Landfill,Woodlake Landfill,240804,B-15,Well,Well-Monitoring,Sealed, ,0.0,0.0, ,1993-11-08,38.0,1238.0,58.0,2.0,2.0,3.4,07/15/1993,7440-38-2; 7439-96-5,Arsenic; Manganese,15 ug/L; 340 ug/L,1.5; 3.4,109-99-9; 7440-66-6,Tetrahydrofuran; Zinc,20 ug/L; 22 ug/L,.03; .01,11/08/1993,45.048009,-93.615799,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=240804,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=240804,1.5714285714285714
10672,SW-83,1298.0,Closed Landfill,Redwood County Landfill,245446,B-S-11,Well,Well-Monitoring,Sealed,Quaternary Buried Artesian Aquifer,30.0,1025.0,1055,1993-11-09,6.0,23.0,0.0,9.0,2.0,21.88,11/09/1993,7439-96-5; 75-01-4,Manganese; Vinyl chloride,2188 ug/L; 3 ug/L,21.88; 15,75-34-3; 7440-43-9; 7440-47-3; 75-71-8; 75-09-2; 109-99-9; 79-01-6; 7440-66-6; 156-59-2,"1,1-Dichloroethane; Cadmium; Chromium; Dichlorodifluoromethane; Methylene chloride; Tetrahydrofuran; Trichloroethylene; Zinc; cis-1,2-Dichloroethylene",1.3 ug/L; .28 ug/L; 2.3 ug/L; 24.8 ug/L; 3 ug/L; 23.6 ug/L; .3 ug/L; 97 ug/L; 2.2 ug/L,.02; .56; .02; .05; .6; .04; .75; .05; .37,11/09/1993,44.518435,-95.21566,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245446,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245446,1.2857142857142858
8281,SW-61,1245.0,Closed Landfill,Woodlake Landfill,426311,B-8A,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,15.0,951.0,965.54,1993-11-10,26.0,1251.0,59.0,1.0,1.0,2.1,07/19/1993,7439-96-5,Manganese,210 ug/L,2.1,7440-66-6,Zinc,18 ug/L,.01,07/19/1993,45.047248,-93.622541,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=426311,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=426311,1.1428571428571428
2522,SW-67,1287.0,Closed Landfill,Tellijohn Landfill,470179,MW-106,Well,Well-Monitoring,Sealed, ,34.2,821.0,855.17,1994-03-22,1.0,52.0,50.0,1.0,0.0,0.02, , , , , ,7440-47-3,Chromium,2.3 ug/L,.02,03/22/1994,44.407985,-93.927194,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=470179,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=470179,0.7142857142857143
17173,SR0000377,1773.0,Superfund,St. Louis Park Solvent Plume,165590,W135,Borehole,Borehole,Active,Quaternary Water Table Aquifer,80.0,839.0,918.78,1994-05-09,4.0,248.0,8.0,18.0,0.0,0.07, , , , , ,91-57-6; 91-57-6; 83-32-9; 83-32-9; 120-12-7; 120-12-7; 92-52-4; 92-52-4; 206-44-0; 206-44-0; 86-73-7; 86-73-7; 91-20-3; 91-20-3; 129-00-0; 129-00-0; 91-22-5; 91-22-5,2-Methylnaphthalene; 2-Methylnaphthalene; Acenaphthene; Acenaphthene; Anthracene; Anthracene; Biphenyl; Biphenyl; Fluoranthene; Fluoranthene; Fluorene; Fluorene; Naphthalene; Naphthalene; Pyrene; Pyrene; Quinoline; Quinoline,.086 ug/L; .086 ug/L; .012 ug/L; .012 ug/L; .028 ug/L; .028 ug/L; .038 ug/L; .038 ug/L; .013 ug/L; .013 ug/L; .031 ug/L; .031 ug/L; .076 ug/L; .076 ug/L; .025 ug/L; .025 ug/L; .002 ug/L; .002 ug/L,.01; .01; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; .07; .07,05/09/1994,44.932355,-93.352785,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=165590,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=165590,0.42857142857142855
5834,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,165590,W135,Well,Well-Other,Active,Quaternary Water Table Aquifer,80.0,839.0,918.78,1994-05-09,4.0,248.0,8.0,18.0,0.0,0.07, , , , , ,91-57-6; 91-57-6; 83-32-9; 83-32-9; 120-12-7; 120-12-7; 92-52-4; 92-52-4; 206-44-0; 206-44-0; 86-73-7; 86-73-7; 91-20-3; 91-20-3; 129-00-0; 129-00-0; 91-22-5; 91-22-5,2-Methylnaphthalene; 2-Methylnaphthalene; Acenaphthene; Acenaphthene; Anthracene; Anthracene; Biphenyl; Biphenyl; Fluoranthene; Fluoranthene; Fluorene; Fluorene; Naphthalene; Naphthalene; Pyrene; Pyrene; Quinoline; Quinoline,.086 ug/L; .086 ug/L; .012 ug/L; .012 ug/L; .028 ug/L; .028 ug/L; .038 ug/L; .038 ug/L; .013 ug/L; .013 ug/L; .031 ug/L; .031 ug/L; .076 ug/L; .076 ug/L; .025 ug/L; .025 ug/L; .002 ug/L; .002 ug/L,.01; .01; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; .07; .07,05/09/1994,44.932355,-93.352785,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=165590,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=165590,0.14285714285714285
7118,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,149710,W100,Well,Well-Other,Active,Platteville,89.0,811.0,899.71,1994-05-10,1.0,62.0,10.0,20.0,0.0,0.07, , , , , ,91-57-6; 91-57-6; 83-32-9; 83-32-9; 120-12-7; 120-12-7; 50-32-8; 50-32-8; 92-52-4; 92-52-4; 206-44-0; 206-44-0; 86-73-7; 86-73-7; 91-20-3; 91-20-3; 129-00-0; 129-00-0; 91-22-5; 91-22-5,2-Methylnaphthalene; 2-Methylnaphthalene; Acenaphthene; Acenaphthene; Anthracene; Anthracene; Benzo[a]pyrene; Benzo[a]pyrene; Biphenyl; Biphenyl; Fluoranthene; Fluoranthene; Fluorene; Fluorene; Naphthalene; Naphthalene; Pyrene; Pyrene; Quinoline; Quinoli,.023 ug/L; .023 ug/L; .007 ug/L; .007 ug/L; .001 ug/L; .001 ug/L; .001 ug/L; .001 ug/L; .004 ug/L; .004 ug/L; .015 ug/L; .015 ug/L; .005 ug/L; .005 ug/L; .032 ug/L; .032 ug/L; .058 ug/L; .058 ug/L; .002 ug/L; .002 ug/L,0; 0; 0; 0; 0; 0; .01; .01; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; .07; .07,05/10/1994,44.947574,-93.37489,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=149710,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=149710,0.0
14747,SR0000377,1773.0,Superfund,St. Louis Park Solvent Plume,149710,W100,Borehole,Borehole,Active,Platteville,89.0,811.0,899.71,1994-05-10,1.0,62.0,10.0,20.0,0.0,0.07, , , , , ,91-57-6; 91-57-6; 83-32-9; 83-32-9; 120-12-7; 120-12-7; 50-32-8; 50-32-8; 92-52-4; 92-52-4; 206-44-0; 206-44-0; 86-73-7; 86-73-7; 91-20-3; 91-20-3; 129-00-0; 129-00-0; 91-22-5; 91-22-5,2-Methylnaphthalene; 2-Methylnaphthalene; Acenaphthene; Acenaphthene; Anthracene; Anthracene; Benzo[a]pyrene; Benzo[a]pyrene; Biphenyl; Biphenyl; Fluoranthene; Fluoranthene; Fluorene; Fluorene; Naphthalene; Naphthalene; Pyrene; Pyrene; Quinoline; Quinoli,.023 ug/L; .023 ug/L; .007 ug/L; .007 ug/L; .001 ug/L; .001 ug/L; .001 ug/L; .001 ug/L; .004 ug/L; .004 ug/L; .015 ug/L; .015 ug/L; .005 ug/L; .005 ug/L; .032 ug/L; .032 ug/L; .058 ug/L; .058 ug/L; .002 ug/L; .002 ug/L,0; 0; 0; 0; 0; 0; .01; .01; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; .07; .07,05/10/1994,44.947574,-93.37489,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=149710,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=149710,0.0
15934,SR0000377,1773.0,Superfund,St. Louis Park Solvent Plume,160030,W116,Well,Well-Other,Sealed,Quaternary Buried Artesian Aquifer,67.0,843.0,909.54,1994-05-17,6.0,558.0,9.0,27.0,0.0,0.1, , , , , ,91-57-6; 91-57-6; 91-57-6; 83-32-9; 83-32-9; 83-32-9; 120-12-7; 120-12-7; 120-12-7; 50-32-8; 50-32-8; 50-32-8; 92-52-4; 92-52-4; 92-52-4; 206-44-0; 206-44-0; 206-44-0; 86-73-7; 86-73-7; 86-73-7; 91-20-3; 91-20-3; 91-20-3; 129-00-0; 129-00-0; 129-00-0,2-Methylnaphthalene; 2-Methylnaphthalene; 2-Methylnaphthalene; Acenaphthene; Acenaphthene; Acenaphthene; Anthracene; Anthracene; Anthracene; Benzo[a]pyrene; Benzo[a]pyrene; Benzo[a]pyrene; Biphenyl; Biphenyl; Biphenyl; Fluoranthene; Fluoranthene; Fluoran,.029 ug/L; .029 ug/L; .029 ug/L; .011 ug/L; .011 ug/L; .011 ug/L; .004 ug/L; .004 ug/L; .004 ug/L; .01 ug/L; .01 ug/L; .01 ug/L; .006 ug/L; .006 ug/L; .006 ug/L; .034 ug/L; .034 ug/L; .034 ug/L; .01 ug/L; .01 ug/L; .01 ug/L; .05 ug/L; .05 ug/L; .05 ug/L;,0; 0; 0; 0; 0; 0; 0; 0; 0; .1; .1; .1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,05/17/1994,44.937972,-93.350144,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=160030,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=160030,2.2857142857142856
13772,SR0000358,1748.0,Superfund,Edina Well Field Site,160030,W116 (Monitor Well W9),Well,Well-Monitoring,Sealed,Quaternary Buried Artesian Aquifer,91.0,816.0,906.58139384,1994-05-17,6.0,558.0,9.0,27.0,0.0,0.1, , , , , ,91-57-6; 91-57-6; 91-57-6; 83-32-9; 83-32-9; 83-32-9; 120-12-7; 120-12-7; 120-12-7; 50-32-8; 50-32-8; 50-32-8; 92-52-4; 92-52-4; 92-52-4; 206-44-0; 206-44-0; 206-44-0; 86-73-7; 86-73-7; 86-73-7; 91-20-3; 91-20-3; 91-20-3; 129-00-0; 129-00-0; 129-00-0,2-Methylnaphthalene; 2-Methylnaphthalene; 2-Methylnaphthalene; Acenaphthene; Acenaphthene; Acenaphthene; Anthracene; Anthracene; Anthracene; Benzo[a]pyrene; Benzo[a]pyrene; Benzo[a]pyrene; Biphenyl; Biphenyl; Biphenyl; Fluoranthene; Fluoranthene; Fluoran,.029 ug/L; .029 ug/L; .029 ug/L; .011 ug/L; .011 ug/L; .011 ug/L; .004 ug/L; .004 ug/L; .004 ug/L; .01 ug/L; .01 ug/L; .01 ug/L; .006 ug/L; .006 ug/L; .006 ug/L; .034 ug/L; .034 ug/L; .034 ug/L; .01 ug/L; .01 ug/L; .01 ug/L; .05 ug/L; .05 ug/L; .05 ug/L;,0; 0; 0; 0; 0; 0; 0; 0; 0; .1; .1; .1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,05/17/1994,44.937814,-93.350213,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=160030,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=160030,4.571428571428571
8137,SR0000060,1772.0,Superfund,Reilly Tar & Chemical Saint Louis Park,160030,W116,Well,Well-Other,Sealed,Quaternary Buried Artesian Aquifer,67.0,843.0,909.54,1994-05-17,6.0,558.0,9.0,27.0,0.0,0.1, , , , , ,91-57-6; 91-57-6; 91-57-6; 83-32-9; 83-32-9; 83-32-9; 120-12-7; 120-12-7; 120-12-7; 50-32-8; 50-32-8; 50-32-8; 92-52-4; 92-52-4; 92-52-4; 206-44-0; 206-44-0; 206-44-0; 86-73-7; 86-73-7; 86-73-7; 91-20-3; 91-20-3; 91-20-3; 129-00-0; 129-00-0; 129-00-0,2-Methylnaphthalene; 2-Methylnaphthalene; 2-Methylnaphthalene; Acenaphthene; Acenaphthene; Acenaphthene; Anthracene; Anthracene; Anthracene; Benzo[a]pyrene; Benzo[a]pyrene; Benzo[a]pyrene; Biphenyl; Biphenyl; Biphenyl; Fluoranthene; Fluoranthene; Fluoran,.029 ug/L; .029 ug/L; .029 ug/L; .011 ug/L; .011 ug/L; .011 ug/L; .004 ug/L; .004 ug/L; .004 ug/L; .01 ug/L; .01 ug/L; .01 ug/L; .006 ug/L; .006 ug/L; .006 ug/L; .034 ug/L; .034 ug/L; .034 ug/L; .01 ug/L; .01 ug/L; .01 ug/L; .05 ug/L; .05 ug/L; .05 ug/L;,0; 0; 0; 0; 0; 0; 0; 0; 0; .1; .1; .1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,05/17/1994,44.937972,-93.350144,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=160030,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=160030,4.571428571428571
15847,SR0000264,33288958.0,Superfund,D's Fabric Care (SF),545619,MW-2,Well,Well-Monitoring,Sealed, ,20.0,1182.0,1201.84,1994-07-19,2.0,122.0,28.0,4.0,16.0,26.0,07/19/1994,95-63-6; 95-63-6; 108-67-8; 108-67-8; 71-43-2; 71-43-2; 124-48-1; 124-48-1; 100-41-4; 100-41-4; 91-20-3; 91-20-3; 108-88-3; 108-88-3; 1330-20-7; 1330-20-7,"1,2,4-Trimethylbenzene; 1,2,4-Trimethylbenzene; 1,3,5-Trimethylbenzene; 1,3,5-Trimethylbenzene; Benzene; Benzene; Chlorodibromomethane; Chlorodibromomethane; Ethylbenzene; Ethylbenzene; Naphthalene; Naphthalene; Toluene; Toluene; Xylene; Xylene",560 ug/L; 560 ug/L; 360 ug/L; 360 ug/L; 52 ug/L; 52 ug/L; 53 ug/L; 53 ug/L; 120 ug/L; 120 ug/L; 310 ug/L; 310 ug/L; 90 ug/L; 90 ug/L; 2080 ug/L; 2080 ug/L,18.67; 18.67; 12; 12; 26; 26; 5.3; 5.3; 3; 3; 4.43; 4.43; 1.29; 1.29; 6.93; 6.93,98-82-8; 98-82-8; 109-99-9; 109-99-9,Cumene; Cumene; Tetrahydrofuran; Tetrahydrofuran,27 ug/L; 27 ug/L; 440 ug/L; 440 ug/L,.09; .09; .73; .73,07/19/1994,46.721558,-92.460426,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=545619,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=545619,4.857142857142857
9324,LS0006780,1356.0,Petroleum,Frank Lloyd Wright Station,545619,MW-2,Well,Well, , ,20.0,76.0,95.7,1994-07-19,2.0,122.0,28.0,4.0,16.0,26.0,07/19/1994,95-63-6; 95-63-6; 108-67-8; 108-67-8; 71-43-2; 71-43-2; 124-48-1; 124-48-1; 100-41-4; 100-41-4; 91-20-3; 91-20-3; 108-88-3; 108-88-3; 1330-20-7; 1330-20-7,"1,2,4-Trimethylbenzene; 1,2,4-Trimethylbenzene; 1,3,5-Trimethylbenzene; 1,3,5-Trimethylbenzene; Benzene; Benzene; Chlorodibromomethane; Chlorodibromomethane; Ethylbenzene; Ethylbenzene; Naphthalene; Naphthalene; Toluene; Toluene; Xylene; Xylene",560 ug/L; 560 ug/L; 360 ug/L; 360 ug/L; 52 ug/L; 52 ug/L; 53 ug/L; 53 ug/L; 120 ug/L; 120 ug/L; 310 ug/L; 310 ug/L; 90 ug/L; 90 ug/L; 2080 ug/L; 2080 ug/L,18.67; 18.67; 12; 12; 26; 26; 5.3; 5.3; 3; 3; 4.43; 4.43; 1.29; 1.29; 6.93; 6.93,98-82-8; 98-82-8; 109-99-9; 109-99-9,Cumene; Cumene; Tetrahydrofuran; Tetrahydrofuran,27 ug/L; 27 ug/L; 440 ug/L; 440 ug/L,.09; .09; .73; .73,07/19/1994,46.721549,-92.460387,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=545619,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=545619,5.0
10092,LS0004644,1535.0,Integrated Rem,Amoco Sauk Centre Terminal,1000020397, ,Well,Well-Domestic, , ,0.0,0.0, ,1994-08-17,5.0,34.0,7.0,0.0,0.0,0.0, , , , , , , , , , ,45.741507,-94.975882,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=1000020397,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=1000020397,5.142857142857143
7359,SW-187,1337.0,Closed Landfill,Adams Landfill,245632,MW-2,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,36.0,1288.0,1324,1994-10-07,3.0,11.0,0.0,3.0,2.0,5.5,10/07/1994,7439-96-5; 75-09-2,Manganese; Methylene chloride,550 ug/L; 10 ug/L,5.5; 2,7440-47-3; 7439-92-1; 7440-66-6,Chromium; Lead; Zinc,2 ug/L; 1 ug/L; 260 ug/L,.02; .07; .13,09/29/1993,43.55993,-92.692604,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245632,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245632,5.142857142857143
11291,SW-187,1337.0,Closed Landfill,Adams Landfill,245634,MW-4,Well,Well-Monitoring,Sealed,Quaternary Water Table Aquifer,22.0,1314.0,1336,1994-10-07,2.0,5.0,0.0,1.0,1.0,1.8,10/07/1994,75-09-2,Methylene chloride,9 ug/L,1.8,67-64-1,Acetone,11 ug/L,0,09/29/1993,43.559992,-92.690654,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245634,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245634,2.857142857142857
12100,SW-187,1337.0,Closed Landfill,Adams Landfill,245631,MW-1,Well,Well-Monitoring,Sealed,Quaternary Buried Artesian Aquifer,80.0,1253.0,1333,1994-10-07,4.0,14.0,0.0,8.0,1.0,1.0,10/07/1994,75-09-2,Methylene chloride,5 ug/L,1,67-64-1; 7440-38-2; 7440-47-3; 7439-92-1; 7439-96-5; 108-88-3; 1330-20-7; 7440-66-6,Acetone; Arsenic; Chromium; Lead; Manganese; Toluene; Xylene; Zinc,16 ug/L; 5.2 ug/L; 4 ug/L; 3 ug/L; 43 ug/L; 2 ug/L; 1 ug/L; 88 ug/L,.01; .52; .04; .2; .43; .03; 0; .04,10/07/1994,43.559563,-92.689679,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=245631,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=245631,0.5714285714285714
3012,LS0003093,1532.0,Petroleum,Ac oil Station,486292,MW-1,Well,Well-Monitoring,Sealed, ,20.0,1335.0,1355.3,1994-10-26,1.0,6.0,5.0,0.0,0.0,0.0, , , , , , , , , , ,47.693995,-95.429875,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=486292,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=486292,0.5714285714285714
7600,LS0003093,1532.0,Petroleum,Ac oil Station,511112,MW-6,Well,Well-Monitoring,Sealed, ,20.4,1335.0,1355.2,1994-10-26,1.0,5.0,5.0,0.0,0.0,0.0, , , , , , , , , , ,47.694514,-95.429193,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=511112,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=511112,0.8571428571428571
1543,LS0003093,1532.0,Petroleum,Ac oil Station,511108,MW-7,Well,Well-Monitoring,Sealed, ,20.8,1334.0,1355.1,1994-10-26,1.0,5.0,5.0,0.0,0.0,0.0, , , , , , , , , , ,47.693783,-95.429279,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=511108,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=511108,1.4285714285714286
7575,SW-67,1287.0,Closed Landfill,Tellijohn Landfill,468786,MW-108P,Well,Well-Monitoring,Sealed, ,80.49,783.0,863.37,1994-10-28,3.0,198.0,72.0,4.0,0.0,0.21, , , , , ,75-34-3; 60-29-7; 7439-96-5; 156-59-2,"1,1-Dichloroethane; Ethyl ether; Manganese; cis-1,2-Dichloroethylene",6.5 ug/L; 5.9 ug/L; 21 ug/L; 1.2 ug/L,.08; .03; .21; .2,10/28/1994,44.405567,-93.93221,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=468786,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=468786,1.5714285714285714
12496,LS0007921,1496.0,Petroleum,Miller Hill Spur,545647,MW-4,Well,Well-Monitoring, ,Quaternary Water Table Aquifer,16.93,1302.0,1319.36,1994-11-29,1.0,6.0,1.0,0.0,4.0,4900.0,11/29/1994,71-43-2; 100-41-4; 108-88-3; 1330-20-7,Benzene; Ethylbenzene; Toluene; Xylene,9800 ug/L; 3100 ug/L; 29000 ug/L; 20000 ug/L,4900; 77.5; 414.29; 66.67, , , , , ,46.807941,-92.165135,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=545647,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=545647,2.0
1128,LS0007461,1551.0,Petroleum,Amoco Ss #2005,553101,MW-3,Well,Well-Monitoring, , ,25.0,0.0, ,1995-02-21,1.0,9.0,0.0,0.0,5.0,10000.0,02/21/1995,71-43-2; 100-41-4; 1634-04-4; 108-88-3; 1330-20-7,Benzene; Ethylbenzene; Methyl tert-butyl ether; Toluene; Xylene,20000 ug/L; 2700 ug/L; 1300 ug/L; 32000 ug/L; 14000 ug/L,10000; 67.5; 21.67; 457.14; 46.67, , , , , ,44.949817,-93.024213,https://webapp.pca.state.mn.us/edaGwater/stations/stationId=553101,https://services.pca.state.mn.us/api/v1/groundwater/monitoring-stations/results?format=csv&stationId=553101,2.142857142857143
