unnamed: 0,unnamed: 0.2,unnamed: 0.1,group,program,preferred id,facility name,sys loc code,loc name,loc type,latitude,longitude,sys sample code,sample date,medium,matrix,analyte,analyte short name,cas,detect flag,result text,result numeric,unit,lab qualifiers,detect description,method detection limit,reporting detection limit,approval code,fraction,dilution factor,result type code,analytic method,ai id,ai name,address,city,state,zip code,county
15191,15191,15191,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorooctanoic acid,PFOA,335-67-1,Y,20.8,20.8,ng/L,,,0.86,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15192,15192,15192,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorooctadecanoic acid,PFODA,16517-11-6,N,<0.62,,ng/L,<,Below Method Detection Limit,0.62,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15193,15193,15193,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorooctanesulfonic acid,PFOS,1763-23-1,Y,4.9,4.9,ng/L,,,0.67,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15194,15194,15194,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<0.72,,ng/L,<,Below Method Detection Limit,0.72,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15195,15195,15195,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluoropentanoic acid,PFPeA,2706-90-3,Y,41.3,41.3,ng/L,,,0.82,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15196,15196,15196,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,Y,0.92,0.92,ng/L,J,,0.6,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15197,15197,15197,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<0.60,,ng/L,<,Below Method Detection Limit,0.6,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15198,15198,15198,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<0.62,,ng/L,<,Below Method Detection Limit,0.62,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15199,15199,15199,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464304,EMS-21,Well,44.048872,-92.584569,464304.2306211112.000S,6/21/2023,Water,Wtr-Ground,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<0.49,,ng/L,<,Below Method Detection Limit,0.49,2.0,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15200,15200,15200,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,FtS 10:2 acid,10:2 FtS,120226-60-0,N,<0.89,,ng/L,<,Below Method Detection Limit,0.89,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15201,15201,15201,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<0.54,,ng/L,<,Below Method Detection Limit,0.54,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15202,15202,15202,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<0.45,,ng/L,<,Below Method Detection Limit,0.45,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15203,15203,15203,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<0.49,,ng/L,<,Below Method Detection Limit,0.49,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15204,15204,15204,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<0.45,,ng/L,<,Below Method Detection Limit,0.45,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15205,15205,15205,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<0.89,,ng/L,<,Below Method Detection Limit,0.89,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15206,15206,15206,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,N-ethyl perfluorooctanesulfonamidoacetic acid,EtFOSAA,2991-50-6,N,<0.79,,ng/L,<,Below Method Detection Limit,0.79,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15207,15207,15207,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Hexafluoropropylene oxide dimer acid,HFPO-DA,13252-13-6,N,<0.48,,ng/L,<,Below Method Detection Limit,0.48,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15208,15208,15208,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,N-methyl perfluorooctanesulfonamidoacetic acid,MeFOSAA,2355-31-9,N,<0.67,,ng/L,<,Below Method Detection Limit,0.67,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15209,15209,15209,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,N-ethylperfluoro-1-octanesulfonamide,N-EtFOSA,4151-50-2,N,<0.55,,ng/L,<,Below Method Detection Limit,0.55,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15210,15210,15210,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,2-(N-ethylperfluoro-1-octanesulfonamido)-ethanol,N-EtFOSE,1691-99-2,N,<0.86,,ng/L,<,Below Method Detection Limit,0.86,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15211,15211,15211,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,N-methylperfluoro-1-octanesulfonamide,N-MeFOSA,31506-32-8,N,<0.53,,ng/L,<,Below Method Detection Limit,0.53,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15212,15212,15212,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,2-(N-methylperfluoro-1-octanesulfonamido)-ethanol,N-MeFOSE,24448-09-7,N,<0.50,,ng/L,<,Below Method Detection Limit,0.5,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15213,15213,15213,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorobutanoic acid,PFBA,375-22-4,Y,37,37.0,ng/L,,,0.48,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15214,15214,15214,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorobutanesulfonic acid,PFBS,375-73-5,Y,10.1,10.1,ng/L,,,0.47,1.7,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15215,15215,15215,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorodecanoic acid,PFDA,335-76-2,N,<0.59,,ng/L,<,Below Method Detection Limit,0.59,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15216,15216,15216,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorododecanoic acid,PFDoA,307-55-1,N,<0.46,,ng/L,<,Below Method Detection Limit,0.46,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15217,15217,15217,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorododecanesulfonic acid,PFDoS,79780-39-5,N,<0.57,,ng/L,<,Below Method Detection Limit,0.57,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15218,15218,15218,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorodecanesulfonic acid,PFDS,335-77-3,N,<0.62,,ng/L,<,Below Method Detection Limit,0.62,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15219,15219,15219,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluoroheptanoic acid,PFHpA,375-85-9,Y,5,5.0,ng/L,,,0.66,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15220,15220,15220,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluoroheptanesulfonic acid,PFHpS,375-92-8,N,<0.64,,ng/L,<,Below Method Detection Limit,0.64,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15221,15221,15221,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorohexanoic acid,PFHxA,307-24-4,Y,14.2,14.2,ng/L,,,0.88,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15222,15222,15222,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorohexadecanoic acid,PFHxDA,67905-19-5,Y,1.9,1.9,ng/L,,,0.43,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15223,15223,15223,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorohexanesulfonic acid,PFHxS,355-46-4,Y,2.3,2.3,ng/L,,,0.51,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15224,15224,15224,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorononanoic acid,PFNA,375-95-1,Y,0.84,0.84,ng/L,J,,0.77,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15225,15225,15225,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorononanesulfonic acid,PFNS,68259-12-1,N,<0.57,,ng/L,<,Below Method Detection Limit,0.57,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15226,15226,15226,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorooctanoic acid,PFOA,335-67-1,Y,14,14.0,ng/L,,,0.83,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15227,15227,15227,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorooctadecanoic acid,PFODA,16517-11-6,Y,1.2,1.2,ng/L,J,,0.59,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15228,15228,15228,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorooctanesulfonic acid,PFOS,1763-23-1,Y,3,3.0,ng/L,,,0.64,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15229,15229,15229,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorooctanesulfonamide,PFOSA,754-91-6,N,<0.69,,ng/L,<,Below Method Detection Limit,0.69,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15230,15230,15230,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluoropentanoic acid,PFPeA,2706-90-3,Y,20.9,20.9,ng/L,,,0.79,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15231,15231,15231,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluoropentanesulfonic acid,PFPeS,2706-91-4,Y,0.74,0.74,ng/L,J,,0.58,1.8,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15232,15232,15232,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorotetradecanoic acid,PFTA,376-06-7,N,<0.58,,ng/L,<,Below Method Detection Limit,0.58,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15233,15233,15233,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluorotridecanoic acid,PFTrA,72629-94-8,N,<0.60,,ng/L,<,Below Method Detection Limit,0.6,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15234,15234,15234,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464307,EMS-22,Well,44.049114,-92.585558,464307.2306211014.000S,6/21/2023,Water,Wtr-Ground,Perfluoroundecanoic acid,PFUnA,2058-94-8,N,<0.47,,ng/L,<,Below Method Detection Limit,0.47,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15235,15235,15235,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464311,EMS-27,Well,44.047738,-92.583844,464311.2306211052.000S,6/21/2023,Water,Wtr-Ground,FtS 10:2 acid,10:2 FtS,120226-60-0,N,<0.92,,ng/L,<,Below Method Detection Limit,0.92,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15236,15236,15236,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464311,EMS-27,Well,44.047738,-92.583844,464311.2306211052.000S,6/21/2023,Water,Wtr-Ground,11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid,11Cl-PF3OUdS,763051-92-9,N,<0.56,,ng/L,<,Below Method Detection Limit,0.56,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15237,15237,15237,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464311,EMS-27,Well,44.047738,-92.583844,464311.2306211052.000S,6/21/2023,Water,Wtr-Ground,FtS 4:2 acid,4:2 FtS,757124-72-4,N,<0.47,,ng/L,<,Below Method Detection Limit,0.47,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15238,15238,15238,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464311,EMS-27,Well,44.047738,-92.583844,464311.2306211052.000S,6/21/2023,Water,Wtr-Ground,FtS 8:2 acid,8:2 FtS,39108-34-4,N,<0.50,,ng/L,<,Below Method Detection Limit,0.5,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15239,15239,15239,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464311,EMS-27,Well,44.047738,-92.583844,464311.2306211052.000S,6/21/2023,Water,Wtr-Ground,9-chlorohexadecafluoro-3-oxanone-1-sulfonic acid,9Cl-PF3ONS,756426-58-1,N,<0.47,,ng/L,<,Below Method Detection Limit,0.47,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
15240,15240,15240,Landfills and other solid waste management facilities,Solid Waste,SW-355,Olmsted County - Kalmar Landfill,464311,EMS-27,Well,44.047738,-92.583844,464311.2306211052.000S,6/21/2023,Water,Wtr-Ground,"4,8-Dioxa-3H-perfluorononanoic acid",ADONA,919005-14-4,N,<0.92,,ng/L,<,Below Method Detection Limit,0.92,1.9,Prelim,Total,1,TRG,PACE 537.1 MOD,4111,Olmsted County Kalmar Landfill,7401 19th St NW,Rochester,MN,55904,Olmsted
